or more for,or more for,or more for,or more for,or more for,or more for,or more for,atau lebih untuk,or more for
Log out,Log out,ออกจากระบบ,登出,ထွက်ပါ,Thoát,ចាកចេញ,Keluar,Log out
About us,About us,เกี่ยวกับเรา,關於裕利,ကျွန်တော်တို့အကြောင်း,Về Chúng tôi,អំពី​ពួក​យើង,Tentang kami,About us
About Us,About Us,เกี่ยวกับเรา,關於裕利,ကျွန်တော်တို့အကြောင်း,Về Chúng tôi,អំពី​ពួក​យើង,Tentang kami,About Us
Order No,Order No,เลขที่คำสั่งซื้อ,訂單號碼,ကုန်ပစ္စည်း အမှာစာ နံပါတ်,Số đơn hàng,លេខបញ្ជាទិញ,Nomor pesanan,Order No
Amount,Amount,ยอดรวม,金額,Amount,Giá tiền,Amount,Jumlah,Amount
Next,Next,ถัดไป,下一步,လိုက်ဖြစ်,Tiếp theo,បន្ទាប់,Berikutnya,다음
View by return request,View by return request,ดูตามการทำคืนสินค้า,View by return request,View by return request,View by return request,View by return request,Lihat dengan permintaan pengembalian,View by return request
Pending review,Pending review,รอการตรวจสอบ,Pending review,Pending review,Pending review,Pending review,Tinjauan tertunda,Pending review
Pending Review,Pending Review,รอการตรวจสอบ,Pending Review,Pending Review,Pending Review,Pending Review,Tinjauan tertunda,Pending Review
Reviewed,Reviewed,ตรวจสอบสินค้า,Reviewed,Reviewed,Reviewed,Reviewed,Diulas,Reviewed
Return value,Return value,ยอดเงินคืน,Return value,Return value,Return value,Return value,Nilai pengembalian,Return value
Expires,Expires,วันหมดอายุ,Expires,သက်တမ်းကုန်ဆုံး,Expires,ផុតកំណត់,Kadaluarsa,Expires
Invalid Amount range!,Invalid Amount range!,ช่วงจำนวนเงินไม่ถูกต้อง!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Kisaran jumlah tidak valid!,Invalid Amount range!
Special instructions,Special instructions,คำสั่งพิเศษ,Special instructions,Special instructions,Special instructions,Special instructions,Instruksi khusus,Special instructions
Return ID,Return ID,เลขคำขอคืนสินค้า,Return ID,Return ID,Return ID,Return ID,Kembali ID,Return ID
Sold To,Sold To,Sลูกค้า,Sold To,Sold To,Đã bán cho,Sold To,Dijual ke,Sold To
Ship To,Ship To,ที่อยู่ในการจัดส่ง,Ship To,Ship To,Đã giao cho,Ship To,Dikirim ke,Ship To
RO creation for at least one material has failed. Please recreate your return request to proceed.,RO creation for at least one material has failed. Please recreate your return request to proceed.,มีสินค้าอย่างน้อยหนึ่งรายการมีข้อผิดพลาด ไม่สามารถทำรายการขอคืนสินค้าได้ โปรดสร้างคำขอคืนสินค้าของคุณใหม่เพื่อดำเนินการต่อ,RO creation for at least one material has failed. Please recreate your return request to proceed.,RO creation for at least one material has failed. Please recreate your return request to proceed.,RO creation for at least one material has failed. Please recreate your return request to proceed.,RO creation for at least one material has failed. Please recreate your return request to proceed.,Penciptaan RO untuk setidaknya satu produk telah gagal. Harap buat ulang permintaan pengembalian Anda untuk melanjutkan.,RO creation for at least one material has failed. Please recreate your return request to proceed.
List price,List price,ราคาสินค้า,發票價,စာရင်းမှစျေးနှုန်း,Giá gốc,តារាងតម្លៃ,Daftar Harga,List price
PO reference,PO reference,หมายเลข PO อ้างอิง,客戶採購單號(上限35字元),PO reference,Tham khảo số đơn hàng,ឯកសារយោងរបស់​បញ្ជាទិញ,Referensi PO,PO reference
Cleared,Cleared,ชำระแล้ว,Cleared,Cleared,Đã xoá,Cleared,Berhasil,Cleared
Download e-invoice,Download e-invoice,ดึงข้อมูลอีอินวอยซ์,Download e-invoice,Download e-invoice,Download e-invoice,Download e-invoice,Unduh E-Invoice,Download e-invoice
Delete Payment Advice,Delete Payment Advice,ลบใบแจ้งยอดชำระเงิน,Delete Payment Advice,Delete Payment Advice,Xóa chứng từ thanh toán,Delete Payment Advice,Hapus saran pembayaran,Delete Payment Advice
Invoice total,Invoice total,ยอดรวมอินวอยซ์,Invoice total,Invoice total,Invoice total,Invoice total,Total faktur,Invoice total
Credits applied,Credits applied,ยอดใบลดหนี้ที่ใช้,Credits applied,Credits applied,Credits applied,Credits applied,Kredit diterapkan,Credits applied
Payment details,Payment details,รายการชำระเงิน,Payment details,Payment details,Payment details,Payment details,Rincian Pembayaran,Payment details
PA created date,PA created date,วันที่สร้างใบแจ้งยอดชำระ,PA created date,PA created date,PA created date,PA created date,Tanggal yang dibuat PA,PA created date
Amount payable,Amount payable,จำนวนเงินที่ต้องชำระ,Amount payable,Amount payable,Số tiền có thể thanh toán,Amount payable,Jumlah yang dibayarkan,Amount payable
Payment Info,Payment Info,ข้อมูลการชำระเงิน,Payment Info,Payment Info,Payment Info,Payment Info,Informasi pembayaran,Payment Info
Pay now,Pay now,ชำระเงินทันที,Pay now,Pay now,Thanh toán bây giờ,Pay now,Bayar sekarang,Pay now
Payment advice created,Payment advice created,Payment advice created,Payment advice created,เราได้สร้างใบแจ้งยอดชำระเงิน,Payment advice created,Payment advice created,Saran Pembayaran dibuat,Payment advice created
No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,Tidak ada ringkasan pembayaran yang ditemukan,No Payment Summary Found
Delete advice,Delete advice,ลบใบแจ้งยอดชำระเงิน,Delete advice,Delete advice,Delete advice,Delete advice,Hapus saran,Delete advice
Download advice,Download advice,ดาวน์โหลดใบแจ้งยอดชำระเงิน,Download advice,Download advice,Download advice,Download advice,Unduh saran,Download advice
No Payment Details Found,No Payment Details Found,No Payment Details Found,No Payment Details Found,No Payment Details Found,No Payment Details Found,No Payment Details Found,Tidak ada detail pembayaran yang ditemukan,No Payment Details Found
Download,Download,ดาวน์โหลด,Download,Download,Download,Download,Unduh,Download
Please input counter offer percentage discount of less than 100%,Please input counter offer percentage discount of less than 100%,กรุณากรอกเปอร์เซ็นต์ส่วนลดที่น้อยกว่า 100%,Please input counter offer percentage discount of less than 100%,Please input counter offer percentage discount of less than 100%,Please input counter offer percentage discount of less than 100%,Please input counter offer percentage discount of less than 100%,Harap masukkan penawaran penghitung persentase diskon kurang dari 100%,Please input counter offer percentage discount of less than 100%
Submitted Date,Submitted Date,วันที่ส่งคำขอคืนสินค้า,Submitted Date,Submitted Date,Submitted Date,Submitted Date,Tanggal yang dikirimkan,Submitted Date
Account Information,Account Information,ข้อมูลบัญชีลูกค้า,Account Information,Account Information,Account Information,Account Information,Informasi Akun,Account Information
Change address,Change address,เปลี่ยนที่อยู่,更換地址,လိပ်စာပြောင်းပါ,Change address,ផ្លាស់ប្តូរអាសយដ្ឋាន,Ubah alamat,Change address
No articles to show,No articles to show,ไม่มีบทความที่จะแสดง,查無其他相關資訊,ရေးသားဖတ်ရန်မရှိပါ,Không có bài viết để hiển thị,No articles to show,Tidak ada artikel untuk ditampilkan,표시할 기사가 없습니다
Active,Active,ใช้งานได้,生效中,Active,Active,សកម្ម,Aktif,Active
OOS-Preorder,OOS-Preorder,สินค้าที่ไม่มีสต็อก - พรีออเดอร์,缺貨-預購,OOS-Preorder,Đặt hàng chờ,OOS-Preorder,OOS-Preorder,OOS-Preorder
EXP:,EXP:,หมดอายุ:,效期:,သက်တမ်းကုန်ဆုံးရက်,Ngày hết hạn:,កាលបរិច្ឆេទ​ផុត​កំណត់:,tanggal kadaluarsa:,만료일:
Please note that the minimum total purchase quantity for this bundle offer is,Please note that the minimum total purchase quantity for this bundle offer is,จำนวนขั้นต่ำสำหรับข้อเสนอบันเดิลนี้คือ,請注意此組合最低購買數量,ဤအစုအဝေးကမ်းလှမ်းချက်အတွက် အနည်းဆုံး စုစုပေါင်းဝယ်ယူမှုပမာဏ <Min qty> ဖြစ်ကြောင်း ကျေးဇူးပြု၍ သတိပြုပါရန်,Please note that the minimum total purchase quantity for this bundle offer is,Please note that the minimum total purchase quantity for this bundle offer is,Harap dicatat bahwa jumlah total pembelian minimum untuk penawaran bundel ini,Please note that the minimum total purchase quantity for this bundle offer is
Remove items,Remove items,ลบรายการสินค้า,移除品項,ပစ္စည်းများကိုဖယ်ထုတ်မည်,Remove items,យកផលិតផលចេញ,Hapus item,Remove items
Item Details,Item Details,รายละเอียดเพิ่มเติม,品項資訊,Item Details,Chi tiết sản phẩm,ការបញ្ជាទិញសរុប,Detail Item,Item Details
Other items in this order,Other items in this order,รายการอื่นๆ ในการสั่งซื้อนี้,訂單中的品項,ဒီအမှာစာမှ မှာယူထားသောပစ္စည်းများ,Các mặt hàng khác trong đơn hàng này,មុខទំនិញផ្សេងទៀត នៅក្នុងការបញ្ជាទិញនេះ,Item lain dalam urutan ini,이 주문의 다른 항목
Select invoice(s) for payment,Select invoice(s) for payment,เลือกอินวอยซ์ที่จะชำระเงิน,Select invoice(s) for payment,Select invoice(s) for payment,Select invoice(s) for payment,Select invoice(s) for payment,Pilih Faktur untuk Pembayaran,Select invoice(s) for payment
Select credit (Optional),Select credit (Optional),เลือกใบลดหนี้ (ไม่บังคับ),Select credit (Optional),Select credit (Optional),Select credit (Optional),Select credit (Optional),Pilih Kredit (Opsional),Select credit (Optional)
"Available credits: ","Available credits: ","รายการใบลดหนี้: ","Available credits: ","Available credits: ","Available credits: ","Available credits: ",Kredit yang tersedia:,"Available credits: "
Select payment method,Select payment method,เลือกวิธีการชำระเงิน,Select payment method,Select payment method,Select payment method,Select payment method,Pilih metode pembayaran,Select payment method
Click “Next” to continue,Click “Next” to continue,"คลิก ""ถัดไป"" เพื่อดำเนินการต่อ",Click “Next” to continue,Click “Next” to continue,Click “Next” to continue,Click “Next” to continue,Klik â € œNextâ € untuk melanjutkan,Click “Next” to continue
Approval details,Approval details,รายละเอียดการอนุมัติ,Approval details,Approval details,Approval details,Approval details,Detail Persetujuan,Approval details
New return request,New return request,เปิดคำขอคืนสินค้า,新退貨請求,ပြန်ပို့ရန် တောင်းဆိုမှုသစ်,Yêu cầu hoàn trả hàng mới,សំណូរ​សុំ​បញ្ជូន​ទៅ​វិញ ថ្មី,Permintaan retur baru,새로운 반품 요청
No record found,No record found,ไม่พบข้อมูล,找不到數據,မှတ်တမ်းရှာမတွေ့ပါ,Không tìm thấy hồ sơ,គ្មាន​កំណត់ត្រូវបាន​រកឃើញ,Tidak ada catatan yang ditemukan,기록을 찾을 수 없습니다.
Image not available,Image not available,ไม่มีรูปประกอบ,查無圖片,ပုံမရရှိနိုင်ပါ,Image not available,រូបភាពមិនមានទេ។,Gambar tidak tersedia,Image not available
New password cannot be same as old password,New password cannot be same as old password,รหัสผ่านใหม่ไม่สามารถเหมือนรหัสผ่านเดิมได้,新密碼不可與舊密碼相同。,လျှို့ဝှက်စကားသစ်သည် လက်ရှိလျှို့ဝှက်စကားနှင့် တူညီနိုင်ပါမည်မဟုတ်။,Mật khẩu mới không được trùng với mật khẩu cũ,ពាក្យសម្ងាត់ថ្មី មិនអាចដូចគ្នា នឹងពាក្យសម្ងាត់ចាស់ទេ។,Kata sandi baru tidak bisa sama dengan kata sandi lama,새 비밀번호는 이전 비밀번호와 동일할 수 없습니다.
Password mismatch,Password mismatch,รหัสผ่านไม่ตรงกัน,密碼不匹配,လျှို့ဝှက်စကားများ မကိုက်ညီပါ။,Mật khẩu không khớp.,ពាក្យសម្ងាត់មិនត្រគ្នាទេ។,Kata sandi tidak cocok,비밀번호 불일치.
Beneficiary's Name,Beneficiary\'s Name,Beneficiary\'s Name,Beneficiary\'s Name,Beneficiary\'s Name,Beneficiary\'s Name,Beneficiary\'s Name,Nama Penerima,Beneficiary's Name
Bank name,Bank name,Bank name,Bank name,Bank name,Bank name,Bank name,nama Bank,Bank name
Branch #,Branch #,Branch #,Branch #,Branch #,Branch #,Branch #,Cabang #,Branch #
Bank Code,Bank Code,Bank Code,Bank Code,Bank Code,Bank Code,Bank Code,Kode Bank,Bank Code
Bank Account,Bank Account,Bank Account,Bank Account,Bank Account,Bank Account,Bank Account,Akun bank,Bank Account
HSBC Swift Code,HSBC Swift Code,HSBC Swift Code,HSBC Swift Code,HSBC Swift Code,HSBC Swift Code,HSBC Swift Code,HSBC SWIFT Code,HSBC Swift Code
Bank Address,Bank Address,Bank Address,Bank Address,Bank Address,Bank Address,Bank Address,Alamat bank,Bank Address
PayNow UEN,PayNow UEN,PayNow UEN,PayNow UEN,PayNow UEN,PayNow UEN,PayNow UEN,Paynow Uen,PayNow UEN
For QR Code payment,For QR Code payment,For QR Code payment,For QR Code payment,For QR Code payment,For QR Code payment,For QR Code payment,Untuk pembayaran kode QR,For QR Code payment
1. Log in to Banking App,1. Log in to Banking App,1. Log in to Banking App,1. Log in to Banking App,1. Log in to Banking App,1. Log in to Banking App,1. Log in to Banking App,1. Masuk ke Aplikasi Perbankan,1. Log in to Banking App
2. Scan below & Pay,2. Scan below & Pay,2. Scan below & Pay,2. Scan below & Pay,2. Scan below & Pay,2. Scan below & Pay,2. Scan below & Pay,2. Pindai di bawah & bayar,2. Scan below & Pay
For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,For Bank Transfer or UEN Payment,Untuk transfer bank atau pembayaran Uen,For Bank Transfer or UEN Payment
1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Log in to Banking App or Online banking,1. Masuk ke aplikasi perbankan atau perbankan online,1. Log in to Banking App or Online banking
2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Select Bank Account Transfer or UEN payment,2. Pilih transfer rekening bank atau pembayaran UEN,2. Select Bank Account Transfer or UEN payment
range,range,range,range,range,range,range,rentang,range
Download e-invoice,Download e-invoice,Download e-invoice,Download e-invoice,Download e-invoice,Download e-invoice,Download e-invoice,Unduh E-Invoice,Download e-invoice
Invalid Amount range,Invalid Amount range,Invalid Amount range,Invalid Amount range,Invalid Amount range,Invalid Amount range,Invalid Amount range,Kisaran jumlah tidak valid,Invalid Amount range
Available credits:,Available credits:,Available credits:,Available credits:,Available credits:,Khoả ghi có khả dụng:,Available credits:,Kredit yang tersedia:,Available credits:
Payment Info,Payment Info,Payment Info,Payment Info,Payment Info,Payment Info,Payment Info,Informasi pembayaran,Payment Info
Select invoice(s) for payment,Select invoice(s) for payment,Select invoice(s) for payment,Select invoice(s) for payment,Select invoice(s) for payment,Chọn hóa đơn để thanh toán,Select invoice(s) for payment,Pilih Faktur untuk Pembayaran,Select invoice(s) for payment
Select credit (Optional),Select credit (Optional),Select credit (Optional),Select credit (Optional),Select credit (Optional),Chọn khoản ghi có (Tùy chọn),Select credit (Optional),Pilih Kredit (Opsional),Select credit (Optional)
Select payment method,Select payment method,Select payment method,Select payment method,Select payment method,Chọn phương thức thanh toán,Select payment method,Pilih metode pembayaran,Select payment method
Credit applied,Credit applied,Credit applied,Credit applied,Credit applied,Tín dụng được áp dụng,Credit applied,Kredit diterapkan,Credit applied
Pay now,Pay now,Pay now,Pay now,Pay now,Thanh toán bây giờ,Pay now,Bayar sekarang,Pay now
PA created date,PA created date,PA created date,PA created date,PA created date,Ngày tạo PA,PA created date,Tanggal pembuatan PA,PA created date
Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Kredit diterapkan:,Credits applied:
Amount payable,Amount payable,Amount payable,Amount payable,Amount payable,Số tiền có thể thanh toán,Amount payable,Jumlah yang dibayarkan,Amount payable
SC Bank 461-10-012622 Account Holder : Zuellig PharmFa Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig Pharma Korea,SC Bank 461-10-012622 Pemegang Akun: Zuellig Pharma Korea,SC Bank 461-10-012622 Account Holder : Zuellig PharmFa Korea
The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,The sender must be the name of the representative/hospital.,Pengirim harus menjadi nama perwakilan/rumah sakit.,The sender must be the name of the representative/hospital.
(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department,(Kel.) Departemen Kedokteran Internal Hong Gil-Dong / Hong Gil-Dong,(Ex.) Hong Gil-dong / Hong Gil-dong Internal Medicine Department
Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Deposit confirmation may be delayed if it is not during banking hours,Konfirmasi setoran dapat ditunda jika tidak selama jam perbankan,Deposit confirmation may be delayed if it is not during banking hours
Download Successful,Download Successful,Download Successful,Download Successful,Download Successful,Download Successful,Download Successful,Unduh Sukses,Download Successful
Forgot password,Forgot password,ลืมรหัสผ่าน,忘記密碼,စကားဝှက်နံပါတ်,Quên mật khẩu,ភ្លេច​លេខសំងាត់​,Tidak ingat kata sandi,비밀번호를 잊어 버렸습니다
Didn’t receive an email?,Didn’t receive an email?,ไม่ได้รับอีเมลใช่ไหม?,沒有收到電子郵件嗎？,အီးမေးလ မရရှိပါသလား?,Chưa nhận được email phải không?,មិនទទួលបានសារអီម៉ែលទេ មែ​ ?,Tidak menerima email?,이메일을 받지 못했습니까?
Resend Email,Resend Email,ส่งอีเมลอีกครั้ง,重新發送郵件,အီးမေးလ်ကိုပြန်လည်ပို့ရန်,Gửi lại email,ផ្ញើ​អ៊ី​ម៉ែ​ល​ម្តង​ទៀត,Kirim ulang email,이메일 재전송
Let us know your eZRx+ username and we`ll send you a verification email.,Let us know your eZRx+ username and we`ll send you a verification email.,โปรดแจ้งชื่อผู้ใช้ eZRx+ ของคุณและเราจะส่งอีเมลยืนยันให้คุณ,請輸入您的帳號，我們將寄發重新設定密碼信件至您的信箱,eZRx+ အသုံးပြုသူအမည်ကို သင်ကိုယ်တိုင်အီးမေးလ်ပို့ပါမည်။,Hãy cho chúng tôi biết tên người dùng eZRx+ của bạn và chúng tôi sẽ gửi cho bạn một email xác minh,អនុញ្ញាតអោយយពួកយើងស្គាល់ឈ្មោះអ្នកប្រើប្រាស់ eZRx+ របស់អ្នក ហើយយើងនឹងផ្ញើអ៊ីមែលផ្ទៀងផ្ទាត់ទៅអ្នក។,Beri tahu kami nama pengguna eZRx+ Anda dan kami akan mengirimkan email verifikasi.,eZRx+ 사용자 이름을 알려주시면 확인 이메일을 보내드리겠습니다.
No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,No Payment Summary Found,Tidak ada ringkasan pembayaran yang ditemukan,No Payment Summary Found
Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Invalid Amount range!,Kisaran angka tidak valid!,Invalid Amount range!
Enter delivery instructions(Optional),Enter delivery instructions(Optional),Enter delivery instructions(Optional),訂單備註(至多132字元),Enter delivery instructions(Optional),Delivery instructions(Optional) ထည့်ရန်,បញ្ចូលការណែនាំអំពីការដឹកជញ្ជូន (ជាជម្រើស),Masukkan instruksi pengiriman (opsional),Enter delivery instructions(Optional)
Reference note,Reference note,หมายเหตุอ้างอิง,參考說明,ကိုးကားမှတ်စု,Ghi chú tham khảo,ឯកសារយោង,Catatan referensi,Reference note
Enter reference note,Enter reference note,ระบุโน๊ตสำหรับคำสั่งซื้อ,Enter reference note,Reference note ထည့်ရန်,Nhập ghi chú tham khảo,បញ្ចូលចំណាំយោង,Masukkan catatan referensi,Enter reference note
Enter contact person name,Enter contact person name,Enter contact person name,Enter contact person name,Contact person name ထည့်ရန်,Nhập tên người liên hệ,បញ្ចូលអ្នកទំនាក់ទំនង,Masukkan nama orang kontak,Enter contact person name
Contact person is a required field,Contact person is a required field,Contact person is a required field,Contact person is a required field,Contact person သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်,Người liên hệ là trường bắt buộc,បុគ្គលដែលត្រូវទាក់ទង គឺជាកន្លែងដែលត្រូវការ,Orang kontak adalah bidang yang diperlukan,Contact person is a required field
More,More,เพิ่มเติม,其他,နောက်ထပ်,Xem thêm,បន្ថែមទៀត,Lainnya,More
Log in,Log in,เข้าสู่ระบบ,登入,လော့ဂ်အင်,Đăng nhập,ចូល,Masuk,Log in
Mobile Number,Mobile Number,เบอร์มือถือ,手機號碼,ဖုန်းနံပါတ်,Số điện thoại,លេខទូរសព្ទ,Nomor handphone,Mobile Number
Mobile number,Mobile number,เบอร์มือถือ,手機號碼,ဖုန်းနံပါတ်,Số điện thoại,លេខទូរសព្ទ,Nomor handphone,Mobile number
Privacy policy,Privacy policy,นโยบายความเป็นส่วนตัว,隱私政策,ကိုယ်ရေးကိုယ်တာ လုံခြုံမှုပေါ်လစီ,Quyền riêng tư,គោលការណ៍​ភាព​ឯកជន,Kebijakan pribadi,Privacy policy
Contact person,Contact person,ผู้ติดต่อ,訂單聯絡人 (必填),ဆက်သွယ်ရမည့်ပုဂ္ဂိုလ်,Người liên hệ,បុគ្គលដែលត្រូវទាក់ទង,Kontak person,Contact person
Enter your phone number,Enter your phone number,กรุณาใส่เบอร์โทรศัพท์ของคุณ,請輸入您的聯繫電話,သင်၏ ဖုန်းနံပါတ်ကို ထည့်သွင်းပါ,Nhập số điện thoại của bạn,បញ្ចូលលេខទូរស័ព្ទរបស់អ្នក។,Masukkan Nomor Telepon Anda,전화 번호를 입력하십시오.
Message,Message,ข้อความ,訊息,မှာကြားချက်,Nội dung phản hồi,សារ,Pesan,Message
Enter a valid contact number.,Enter a valid contact number.,กรุณาใส่เบอร์โทรศัพท์ที่ถูกต้อง,请输入有效的联系电话号码,တည်ငြឹမ်​သော​ ဆက်သွယ်​နံပါတ်ကို ထည့်သွင်းပါ,Nhập số liên lạc hợp lệ.,បញ្ចូលលេខទំនាក់ទំនងត្រឹមត្រូវ។,Masukkan nomor kontak yang valid.,유효한 연락처 번호를 입력하십시오.
Message has been received.,Message has been received.,Message has been received.,Message has been received.,Message has been received.,Message has been received.,បញ្ចូលលេខទំនាក់ទំនងត្រឹមត្រូវ។,Pesan telah diterima.,Message has been received.
Message has not been received.,Message has not been received.,Message has not been received.,Message has not been received.,Message has not been received.,Message has not been received.,Message has not been received.,Pesan belum diterima.,Message has not been received.
Message is required.,Message is required.,ข้อความจำเป็น,信息是必需的,မက်ဆေ့ချ် လိုအပ်ပါသည်။,Tin nhắn là bắt buộc.,សារត្រូវបានទាមទារ។,Pesan diperlukan.,메시지는 필수 항목입니다.
How can we help?,How can we help?,บอกสิ่งที่ต้องการให้เราช่วย,請留下您的訊息,ကျွန်တို့က ဘာလို ကူညီလို့ရှိပါသလဲ?,Chúng tôi có thể hỗ trợ?,តើយើងអាចជួយបានដោយរបៀបណា?,Bagaimana kami bisa membantu?,어떻게 도와드릴까요?
Support hours:,Support hours:,Support hours:,Support hours:,Support hours:,Support hours:,ម៉ោងគាំទ្រ៖,Jam Dukungan:,Support hours:
Grand total,Grand total,ยอดรวมคำสั่งซื้อ,總計,စုစုပေါင်း,Tổng cộng,តំលៃ​បូក​សរុប,Total keseluruhan,Grand total
PO reference is a required field.,PO reference is a required field.,PO reference is a required field.,PO reference is a required field.,PO reference သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်.,PO reference is a required field.,ឯកសារយោងរបស់​បញ្ជាទិញ គឺជាកន្លែងដែលត្រូវការ.,Referensi PO adalah bidang yang diperlukan.,PO reference is a required field.
Contact person is a required field,Contact person is a required field,Contact person is a required field,Contact person is a required field,Contact person သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်,Người liên hệ là trường bắt buộc,Contact person is a required field,Orang kontak adalah bidang yang diperlukan,Contact person is a required field
Delivery instructions is a required field,Delivery instructions is a required field,Delivery instructions is a required field,Delivery instructions is a required field,Delivery instructions သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်,Delivery instructions is a required field,Delivery instructions is a required field,Instruksi pengiriman adalah bidang yang diperlukan,Delivery instructions is a required field
Reference note is a required field,Reference note is a required field,Reference note is a required field,Reference note is a required field,Reference note သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်,Ghi chú tham khảo là một trường bắt buộc,ឯកសារយោង គឺជាកន្លែងដែលត្រូវការ,Catatan referensi adalah bidang yang diperlukan,Reference note is a required field
Enter delivery instructions,Enter delivery instructions,Enter delivery instructions,Enter delivery instructions,Delivery instructions ထည့်ရန်,Enter delivery instructions,Enter delivery instructions,Masukkan instruksi pengiriman,Enter delivery instructions
Payment term,Payment term,เงื่อนไขการชำระเงิน,付款方式(必填),ငွေပေးချေမှု သက်တမ်း,Chính sách thanh toán,លក្ខខណ្ឌនៃការទូទាត់ប្រាក់,Jangka waktu pembayaran,Payment term
Please Select Payment Term,Please Select Payment Term,กรุณาเลือกประเภทการชำระเงิน,請選擇付款方式,ကျေးဇူးပြု၍ ငွေပေးချေမှု ကာလကိုရွေးချယ်ပါ,Vui lòng chọn hình thức thanh toán,សូមជ្រើសរើសលក្ខខណ្ឌនៃការទូទាត់ប្រាក់,Pilih Term Pembayaran,Please Select Payment Term
Mobile number is a required field,Mobile number is a required field,Mobile number is a required field,Mobile number is a required field,Mobile number သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်,Số điện thoại di động là một trường bắt buộc,លេខទូរសព្ទ គឺជាកន្លែងដែលត្រូវការ,Nomor ponsel adalah bidang yang diperlukan,Mobile number is a required field
FREE,FREE,ฟรี,贈品,အခမဲ့,Miễn phí,ឥតគិតថ្,BEBAS,FREE
Request delivery date is a required field.,Request delivery date is a required field.,Request delivery date is a required field.,Request delivery date is a required field.,Request delivery date သည် လိုအပ်သောအကွက်တစ်ခုဖြစ်သည်.,Request delivery date is a required field.,Request delivery date is a required field.,Tanggal pengiriman permintaan adalah bidang yang diperlukan.,Request delivery date is a required field.
Select date,Select date,เลือกวันที่,Select date,Select date,Chọn ngày,Select date,Pilih Tanggal,Select date
or more for,or more for,or more for,or more for,or more for,or more for,or more for,atau lebih untuk,or more for
Log out,Log out,ออกจากระบบ,登出,ထွက်ပါ,Thoát,ចាកចេញ,Keluar,Log out
Help & Support,Help & Support,ช่วยเหลือและสนับสนุน,幫助和支援,အကူအညီ & ပံ့ပိုးမှု,Trợ giúp,ជំនួយ និងគាំទ្,Bantuan & Dukungan,Help & Support
Services,Services,บริการ,功能,ဝန်ဆောင်မှုများ,Dịch vụ,សេវាកម្ម,Jasa,Services
Privacy,Privacy,Privacy,隱私權,Privacy,Quyền riêng tư dữ liệu,ឯកជនភាព,Pribadi,Privacy
